"","last_first_name","BIP.x","Swing%","Chase%","Foul%","Whiff%","IZ Whiff","OZ Whiff","GB%","HH%","SLGcon","BIP.y","Avg LA","LA Std Dev","Sweet Spot%","HH LA","Oppo FB%","Oppo FB EV","High AA%"
"29","Call, Alex",110,37,20.6,35.9,15.8,12.5,23.6,45.5,22.7,0.418,108,12.6,25.7,33.3,8.8,66.7,87.6,24.6
"30","Caminero, Junior",247,51.2,37,37.6,23.7,15.5,34.4,44.5,48.2,0.668,247,11.3,30.9,30.8,10.8,29.5,93.9,25
"31","Campbell, Kristian",113,40.8,26.9,33.3,30.4,21.5,44.6,53.1,42.5,0.54,113,3.7,28,36.3,9.8,44.4,94.7,27.8
"32","Carroll, Corbin",97,48.6,36.4,36.5,25,20.1,32,45.4,45.4,0.598,97,9.5,32.5,35.1,14.5,42.3,89.1,26
"33","Castellanos, Nick",241,57.3,43.6,35.2,29.1,16,43.4,41.9,32,0.531,241,13.7,24.2,39.4,15.7,27.4,89.3,46.5
"34","Chapman, Matt",184,42.1,25.1,39.7,26.2,18,41.6,38.6,48.9,0.658,184,16.6,30,36.4,8.5,24.5,89.1,2
"35","Chourio, Jackson",263,55.5,41.1,33.2,26.9,15.2,42.5,39.5,36.5,0.544,261,13.5,33.5,35.2,9.2,44.9,87.9,11.6
"36","Clarke, Denzel",72,47.3,33,36.2,31.5,15,53.7,51.4,40.3,0.597,71,4.9,30.1,33.8,8.1,30,78.7,13
"37","Clement, Ernie",246,52.8,38.7,33.7,15.2,6.4,27.1,40.2,24,0.362,242,15.2,28.4,34.3,10,35.6,87.1,33.5
"38","Contreras, William",240,46.9,30.9,36.9,25,16.1,38.2,52.5,47.5,0.467,240,7.3,30,31.7,9.7,45.1,91.8,27.4
"39","Contreras, Willson",214,49.9,36.8,38.6,27.5,16.3,42.6,43.5,48.6,0.584,214,10.9,28,39.3,14.2,30,91.3,22.8
"40","Correa, Carlos",230,47,32.5,35.4,21.3,12.3,34.7,47.8,46.1,0.461,230,6.8,29.7,35.2,5.7,38.6,87.1,16.7
"41","Crawford, J.P.",105,42,21.9,37.5,19.4,14.7,30,47.6,30.5,0.362,102,11.6,25.8,36.3,8.4,61.5,85.6,7.8
"42","Crews, Dylan",84,45.6,31.1,27.6,32.7,19.7,51.7,47.6,44,0.571,84,5.6,28.9,33.3,11.4,39.1,94.5,20
"43","Crow-Armstrong, Pete",101,59.4,44.2,37.9,29.6,15.8,47.3,34.7,34.7,0.594,99,23.3,29.9,33.3,22.2,22,90.9,52.9
"44","Davis, Henry",96,53.9,36.8,36.9,29.6,19.1,46,32.3,37.5,0.344,94,21.5,28.1,40.4,12,30.8,86.9,10.3
"45","Devers, Rafael",108,53.2,33.4,41.6,28.9,26,33.6,50.9,53.7,0.611,108,7,29.6,31.5,12.7,42.9,94.3,27.3
"46","Diaz, Yainer",265,58.6,47.3,34.9,22.5,7.9,36.5,47.5,43.4,0.472,265,9.9,29.7,34,11.8,32.8,92.5,28.7
"47","Dingler, Dillon",173,51.4,37.9,33.8,26.7,12.3,48,37.6,45.7,0.509,173,15.8,26.2,38.7,16.5,44.2,87.8,37.3
"48","Donovan, Brendan",111,44.1,31.8,41.1,15.2,8.2,26.7,52.3,30.6,0.378,109,7,25.5,38.5,8.5,42.1,89.8,18.5
"49","Doyle, Brenton",185,48.5,33.4,32.6,29.5,17.4,47.7,45.9,45.4,0.405,183,8.5,29.8,36.1,11.7,35.8,92.4,36.6
"50","Dubón, Mauricio",185,54.8,41.3,35.1,15.6,8.8,24.1,42.2,29.2,0.427,180,12.1,28.9,35,6.8,34.7,86.6,13.2
"51","Duran, Jarren",109,48.5,38.5,31.4,32.1,18.9,48.1,38.5,42.2,0.486,108,11.4,27.6,39.8,10.3,32.1,92.7,4.7
"52","Durbin, Caleb",191,43.3,28,35.5,14.1,6.7,27.3,45,22.5,0.382,186,12,33.3,29.6,9.3,16.7,90.3,11.9
"53","Díaz, Elias",105,48.6,33.9,28.7,35.6,21.3,56,39,42.9,0.438,102,18.6,29.7,30.4,8,17.2,93.1,13.6
"54","Díaz, Yandy",266,44.2,28.2,37.1,18.5,12.1,29.5,56.4,50,0.526,266,4,28,29.7,5.3,60,92.7,8.2
"55","Encarnacion-Strand, Christian",78,54.2,45.8,34.7,24.9,12.5,37.1,39.7,47.4,0.603,78,19.7,30.3,29.5,26,17.4,84,53.7
"56","Espinal, Santiago",153,46.6,30.5,39.4,15.7,10.1,25,51,20.9,0.294,148,10.2,28,31.8,3.7,29.6,84.2,17.7
"57","Estrada, Thairo",103,54.5,41.7,31.6,23.9,10.7,41,55.3,33,0.456,103,5.6,30.2,27.2,11.9,21.7,92.4,33.3
"58","Farmer, Kyle",115,49.2,34.8,39.6,20,12.4,32.4,45.2,32.2,0.435,115,13.7,27.8,37.4,12.8,30.4,84.4,41.7
"59","Fermin, Freddy",117,50.5,32.5,42.1,18.9,10.5,33.6,52.1,36.8,0.436,112,13.9,29.2,25.9,4.7,33.3,82.8,22.7
"60","Fitzgerald, Tyler",109,52.8,37.3,35.1,27.5,14.7,47.9,40.4,31.2,0.431,103,16.6,29.9,35.9,10.3,34.3,85.7,33.3
"61","Flores, Wilmer",199,45.5,31.9,43.9,18.6,12.9,26.8,37.7,23.6,0.477,199,16.6,32.1,37.2,15,28,86.7,28
"62","France, Ty",220,51.6,35.5,39.5,21.2,8.3,39,45.9,42.7,0.432,220,10.8,26.4,37.3,8.8,36.5,88.4,33
"63","Freeman, Freddie",74,54,37.6,37.6,30.1,23.4,40.2,44.6,44.6,0.581,74,15.2,26.7,32.4,15,43.5,88,35.4
"64","Freeman, Tyler",148,45.5,30.8,43.4,9.8,4.5,18.1,50,44.6,0.466,146,6.5,24.3,34.9,6.1,45.2,84.5,4.6
"65","Frelick, Sal",100,45.6,35.1,37.1,12.6,7.4,20.2,55,22,0.42,95,4.1,31.3,30.5,1.4,20,80.9,11.3
"66","Friedl, TJ",96,38.6,27.7,26.4,19.6,10.5,32.5,57.3,21.9,0.438,85,7.9,30.3,27.1,5.7,18.8,79.6,19.3
"67","Garcia, Maikel",305,40.4,23.7,33.2,13.9,9,23.9,42.6,43.9,0.502,301,9.9,29.2,37.5,5.6,31.8,87.3,2.1
"68","García, Adolis",241,52.1,39.2,34.5,30.9,20.7,42.2,33.2,48.1,0.552,241,19.4,26.3,34.9,14.4,30.3,90.3,27.5
"69","Goldschmidt, Paul",216,49.9,34.3,42.7,20.7,15.7,28.6,45.8,38.9,0.407,216,13.5,28.7,31.9,16.8,25,88.8,35.7
"70","Gonzales, Nick",133,57.3,38.1,34.4,25.4,13.9,42.9,48.1,37.6,0.459,133,9,28.7,33.1,8.5,38.7,89.3,19.2
"71","Goodman, Hunter",202,55.5,40.3,34.6,32.7,19,50.9,40.1,49.5,0.752,202,16.5,29.6,30.7,16.7,12.3,89.6,50.9
"72","Greene, Riley",87,50.1,34.8,43,28.8,22.8,38.3,59.8,36.8,0.471,87,6.3,27.8,28.7,10.4,42.9,84.4,22.6
